Datetime,Open,High,Low,Close,Volume
2026-05-20 12:20:00,1348.7,1349.4,1347.9,1348.1,81537
2026-05-20 12:25:00,1348.1,1348.7,1346.1,1347.7,192498
2026-05-20 12:30:00,1347.8,1348.1,1347.0,1347.2,41936
2026-05-20 12:35:00,1347.4,1348.1,1346.4,1348.0,44340
2026-05-20 12:40:00,1347.9,1355.6,1347.4,1355.0,556668
2026-05-20 12:45:00,1355.0,1357.2,1353.0,1353.6,332516
2026-05-20 12:50:00,1353.6,1354.9,1352.2,1353.9,91214
2026-05-20 12:55:00,1353.8,1354.6,1353.1,1354.5,88606
2026-05-20 13:00:00,1354.6,1355.8,1353.3,1355.0,130314
2026-05-20 13:05:00,1355.0,1355.0,1351.2,1352.4,117647
2026-05-20 13:10:00,1352.9,1354.6,1352.2,1353.5,112907
2026-05-20 13:15:00,1353.5,1353.7,1352.2,1352.5,66935
2026-05-20 13:20:00,1353.0,1354.0,1352.1,1353.4,83886
2026-05-20 13:25:00,1353.5,1355.2,1352.0,1352.5,175450
2026-05-20 13:30:00,1352.5,1355.0,1352.2,1355.0,116203
2026-05-20 13:35:00,1354.9,1357.3,1353.7,1356.8,227022
2026-05-20 13:40:00,1356.8,1357.0,1354.8,1354.9,94811
2026-05-20 13:45:00,1355.4,1357.4,1354.9,1355.4,159287
2026-05-20 13:50:00,1355.7,1356.6,1354.3,1355.9,95333
2026-05-20 13:55:00,1355.9,1356.1,1354.6,1355.8,59084
2026-05-20 14:00:00,1356.1,1357.0,1355.4,1357.0,113954
2026-05-20 14:05:00,1357.0,1358.3,1354.7,1357.8,258322
2026-05-20 14:10:00,1358.0,1359.0,1357.6,1358.0,319799
2026-05-20 14:15:00,1358.1,1358.5,1356.9,1357.5,279257
2026-05-20 14:20:00,1357.4,1358.9,1356.7,1358.1,194086
2026-05-20 14:25:00,1358.5,1358.6,1356.5,1358.0,173287
2026-05-20 14:30:00,1358.3,1358.7,1358.0,1358.1,117187
2026-05-20 14:35:00,1358.0,1358.3,1357.4,1358.1,149949
2026-05-20 14:40:00,1358.2,1358.8,1358.0,1358.5,138934
2026-05-20 14:45:00,1358.8,1359.8,1358.8,1359.1,147077
2026-05-20 14:50:00,1359.0,1359.7,1358.2,1359.7,207008
2026-05-20 14:55:00,1359.6,1360.4,1359.4,1360.1,224559
2026-05-20 15:00:00,1360.0,1360.1,1357.4,1357.7,353505
2026-05-20 15:05:00,1357.8,1359.6,1357.3,1359.6,286418
2026-05-20 15:10:00,1359.6,1360.6,1359.3,1360.2,296382
2026-05-20 15:15:00,1360.3,1361.2,1359.5,1360.2,363641
2026-05-20 15:20:00,1360.4,1360.6,1359.5,1360.4,213697
2026-05-20 15:25:00,1360.3,1362.0,1359.8,1360.9,225511
2026-05-21 09:15:00,1370.8,1370.8,1361.2,1361.4,0
2026-05-21 09:20:00,1360.4,1361.5,1358.4,1360.5,240459
